,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
22,0.39981985,-0.080803156,-0.09430562,-0.077915944,-0.10941179,-0.2286848,-0.3648181,0.022445768,0.14256972,-0.32602173,-0.16790573,0.19476123,-0.21663174,-0.056458812,0.14057508,0.19379634,-0.070481166,-0.014157742,0.01701365,-0.07671887,0.042734243,-0.13764535,-0.14623316,0.050257005,0.104132794,0.041395545,0.009186599,0.12881067,0.40785408,0.18646914,-0.5486151,-0.10021106,-0.08377531,0.20133351,0.15499537,-0.08329849,0.008830108,0.16412318,-0.51823705,-0.3134004,0.3700068,0.18339509,-0.3664214,0.12777516,0.3380255,0.32898027,0.17772478,-0.17182843,-0.019382056,0.015141327,0.060019862,0.07367909,0.06391835,-0.0762118,-0.15153505,0.013763486,-0.08761299,0.24200273,-0.104278184,0.0018315539,-0.21970977,0.3193127,0.037942305,-0.16284615
23,-0.2401591,-0.3614745,0.2117675,-0.35021624,-0.18194547,-0.6086747,0.33562574,0.086208716,0.20421535,0.9210373,0.5226114,0.25359374,-0.067322716,-0.4571938,-0.016771346,0.224552,0.4149253,-0.034274377,-0.03581181,0.05262114,0.0613333,-0.406685,-0.1336539,0.23583293,-0.08130574,-0.3558979,0.071801886,0.022952884,-0.26247585,0.2504655,-0.0022052526,0.14240956,-0.56501484,-0.31981212,-0.04596454,0.12043283,0.19033417,0.08736579,-0.1735931,-0.13621606,0.018325776,0.6729561,0.13035353,-0.33765808,0.103832856,-0.1692069,-0.068286076,-0.23629013,0.30437815,0.4932024,-0.2893619,-0.40091068,0.22878091,0.074217394,0.58764946,-0.33709192,0.018768832,-0.47270146,-0.26308054,0.16676067,-0.29667896,0.44656754,-0.00047475472,0.031017639
24,-0.94700766,-0.51237947,-0.16032192,0.10599976,-0.392511,-0.049868383,-0.09399316,-0.68650085,0.4488163,-0.11563337,0.4294361,0.31265023,0.60996306,-0.3665365,0.6421007,-0.2595061,0.41535616,-0.36490038,0.15138371,0.56026965,0.120686084,0.36359158,-1.0414734,-0.15468766,0.02007404,-0.37434176,0.99713326,0.5665629,0.20141149,0.3187151,-0.04206027,0.83275414,-0.035665423,0.23050424,0.11661914,0.3197121,0.8732002,-0.27927896,-0.31808472,-0.30502766,-0.06496638,0.4703151,1.3434485,-0.3944011,0.42469317,0.014024466,0.6605518,-0.96747005,-0.37824482,0.042157322,-0.44140887,-0.7971673,0.4120205,0.15964839,-0.12016039,-0.11245245,-0.015180305,0.23468277,0.45271313,0.47293627,-0.104604654,-0.066291496,0.62370735,0.55052483
25,-0.03778983,0.32678595,-0.29404607,0.2537204,-0.76456696,0.22181763,0.2759247,-0.09758945,0.23003274,0.18262324,0.37691244,-0.20870796,0.38618308,-0.9907429,0.056558385,-0.37740254,-0.38746458,-0.42449704,0.44754755,0.13360262,0.3699397,0.29448184,-1.3631163,-0.040362015,0.3403148,-0.61961865,0.92959476,1.2471224,-0.14895993,-0.42526504,0.3491506,0.94030225,0.09487657,0.22422594,-0.6455797,1.2189283,0.38876176,-0.87283844,0.050427444,-1.3673706,0.43702477,0.222604,1.2168386,-0.5397421,0.58948535,-0.100662604,0.2974393,-0.99365723,-0.7379228,0.5647877,-0.39197662,-0.4279004,-0.0024824142,0.009430349,0.038471743,-1.120246,-0.41642922,0.7150167,0.51860464,0.686324,-0.31129116,-0.20945337,0.7863275,-0.14521472
26,-0.049153447,-0.4648112,-0.087147206,0.8317864,-1.1615896,0.26470593,-0.6790629,-0.6275301,0.2308569,-0.10972762,0.5335961,-1.2094767,0.88281775,-0.9010716,-0.30770957,0.3135261,0.7747594,0.59804714,-0.020043015,0.04928314,0.20806,-0.7521415,-0.78671753,0.024725258,0.40778112,-0.16026649,0.5767127,-0.19289999,-0.48673478,-0.32737312,0.24943087,0.4332968,0.5629103,0.2704422,-0.67646366,0.17473641,-0.2980304,-1.2926321,0.35564616,-1.1474671,0.18685319,0.4187473,0.30069798,0.010999665,0.537155,0.6737506,-0.1315004,-0.2976202,-0.17318588,0.448818,-0.80572295,0.11044732,-0.4231812,-0.15479338,0.77103215,-1.1796598,-0.6313548,0.034670584,-0.6103329,0.4096215,-0.75471014,-0.5229214,0.8907326,-0.6406511
27,0.20534724,-0.6770282,-0.28713644,0.19009042,0.020474158,-0.11470236,0.07458003,0.0381566,-0.012039706,0.22153717,-0.325535,0.46718362,0.10065626,-0.06836004,0.073572375,0.21492867,0.29542875,-0.1718444,0.16987023,-0.3324191,0.26415876,0.009407885,-0.09407143,-0.18299118,0.19940202,0.28828177,0.17505023,-0.040554963,0.20441468,-0.18757254,-0.123238586,-0.30859122,0.36921036,0.4799559,0.055786386,-0.09837119,0.33729148,0.11593618,-0.010434851,-0.1487182,0.03881941,-0.55543065,0.6539218,0.14311749,0.2234686,0.66509557,-0.035228223,-1.0844102,0.12357981,0.2165131,0.1971538,0.43076062,-0.07051742,-0.2382008,0.14096731,0.40940374,0.23029274,0.27792937,0.05872999,0.48173565,-0.10334557,-0.326905,-0.27509952,-0.48899448
28,-0.4845333,-0.23714347,0.21410075,0.42609322,-0.6898002,0.022842854,-0.39688152,-0.92424494,0.6246817,-0.29180092,0.7489282,-0.6165684,0.14784448,-0.47424474,0.011469305,0.49422026,0.2118307,0.50064194,0.10003209,-0.13473387,-0.3680641,0.0018531717,-0.2853589,-0.48875225,-0.12281227,-0.079803035,0.25480086,0.031327367,-0.25769934,0.17610542,-0.254165,-0.012718976,-0.22203329,-0.26999032,-0.3934123,-0.021378562,0.31957716,-0.6896348,0.11684586,-0.49767146,-0.20338893,0.7382376,-0.013166431,-0.11978304,-0.043800443,0.39258474,-0.025787994,-0.75164324,0.44059575,0.4532653,-0.39220333,-0.52443737,-0.11625948,0.6171652,0.38292184,-0.66864574,0.39901292,-0.5182282,-0.3491595,-0.61695504,-0.4628142,-0.0134780705,0.25729185,-0.0919466
29,-0.8495652,-0.5904436,0.17714377,0.44777274,-0.5584985,-0.16947466,-0.24747893,-0.9487365,0.47587216,-0.2912378,0.37221193,0.068339825,0.36085188,-0.32966325,0.3972342,0.15350558,0.39378357,0.49532086,0.5212581,0.06620498,0.08099128,0.030405924,-0.6468657,-0.64267695,-0.21672751,-0.120758444,0.02748102,0.44507182,0.2189121,0.12423937,-0.040290304,-0.23238373,0.18086752,-0.116995305,-0.49990413,0.08514169,0.464477,-0.8641069,0.4304688,-0.71658987,-0.31216285,0.4797286,0.46481723,-0.50688607,0.68136305,0.70518744,0.10680613,-1.0013471,0.43688437,0.32053405,-0.660875,-0.53427285,-0.12141636,0.7044003,0.16489214,-0.5203281,0.006057352,-0.35585758,0.22246727,-0.37546575,-0.3582119,-0.4767802,0.4723577,-0.39940166
30,-0.10018628,0.022747226,0.1960671,-0.30649856,-0.03354518,-0.0014150813,-0.30077377,0.055947155,0.34191912,0.07244785,-0.34299597,0.005291119,0.36031383,-0.29382983,-0.1844888,-0.25903547,0.040897146,0.35746986,-0.18098395,0.2172889,0.24116823,-0.15667282,-0.26807448,0.17439744,0.24578127,0.3774162,-0.23355815,0.20376568,-0.13917592,-0.30620402,0.037022814,0.3491736,0.18442297,-0.3687343,0.17759222,0.29486966,-0.2854426,-0.1089847,-0.3410686,0.006955713,-0.16352366,-0.4916451,-0.108043194,-0.3740986,0.1339935,-0.25083965,-0.14935392,0.101163335,-0.13434541,0.111564055,0.16529429,-0.3660797,-0.45021498,-0.13905442,0.08217095,-0.24978518,-0.096696734,-0.443016,-0.09271717,-0.21175164,0.10955638,0.046715647,-0.11015508,0.15405837
31,-0.0037516449,-0.34126627,-0.12578854,-0.33652946,-0.13081233,0.101164944,0.054058515,-0.12115054,0.274262,0.2270788,-0.28305316,-0.062986866,0.15923369,-0.111029334,-0.0077986196,0.059946783,-0.08399777,0.22668077,-0.45965493,-0.044349957,0.24488124,-0.15768214,-0.4073631,0.19357677,0.156558,-0.08531643,-0.059574172,0.001393497,-0.16773847,-0.11510734,-0.06712437,0.1668315,0.37755606,-0.24958254,-0.38720766,0.30428147,0.017232537,0.13527372,-0.07190271,0.029287905,-0.24010147,-0.23196921,-0.30660862,-0.13597545,0.14477985,-0.2247707,-0.19164748,-0.0940112,-0.28516868,0.0068521053,0.27839428,0.026768848,-0.37212873,-0.18242772,0.06901315,-0.017297797,-0.1718126,-0.3442325,-0.029081166,-0.17429522,0.33424997,-0.020188443,0.25460577,0.25632375
