1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217
12,0.068607261,0,0,0,0.089570537,0.038460122,0.025566547,0,0.071596472,0.104364088,1,0.104364088,0,0.140137953,0.019535487,0.017468417,0,0,0,0,0,0,0,0,0.356691755,0,0,0,0,0,0,0,0,0,0,0.065055411,0,0,0,0,0,0.049550379,0,0,0.32208476,0.389577839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169922336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590254722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0.78435218,0,0.415559265,0.210142664,0.330625042,0.437113695,0.348657819,0.587601434,0.560307144,1,0.104364088,1,0,0.138059097,0.492797991,0.453979372,0.470220256,0.319358472,0.038681806,0.330225455,0,0,0.114286048,0,0.044535855,0,0.015628886,0,0,0.069334728,0.04631873,0,0,0.41691203,0.110398174,0.542160099,0.357561203,0.267131846,0.294744829,0.138432577,0.677462749,0.734315568,0.161117203,0,0.094544426,0.261383012,0.054399365,0,0.05738967,0,0,0,0,0,0,0.031132786,0.050147783,0,0,0,0,0.121964729,0.046348141,0.046348141,0,0,0,0,0.100503257,0,0.020807953,0,0.052778216,0.051474358,0,0,0,0,0,0,0,0,0,0,0.15651694,0,0,0,0,0.141291681,0,0,0,0,0.038373933,0,0,0,0.057313234,0,0,0.057313234,0,0.07884569,0,0.219304157,0.117896043,0.06896219,0.119233012,0.119233012,0.119233012,0,0,0.113751241,0,0,0,0,0,0.048270573,0.04759626,0.054684738,0.115358341,0.171138757,0.060264664,0.149627002,0.149829251,0,0,0,0,0,0.046072853,0.051077473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052714057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060504988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.117310463,0,0,0,0,0.080340328,0.061398709,0.074101609,0.111083473,0.138059097,0.140137953,0.138059097,0,1,0.071271138,0.066968118,0.153682054,0.078058504,0,0,0,0,0,0,0,0,0.14458073,0,0.049428369,0.034180909,0.050476642,0,0,0.050441977,0,0.111270057,0.111792175,0,0.19833928,0,0.10844623,0.090994,0.117172001,0,0.139092489,0.263180218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211189709,0.065617083,0,0,0.037788463,0,0,0,0.159470234,0,0,0,0,0,0,0,0,0,0,0,0,0.059051845,0,0,0,0,0.149457572,0,0,0,0,0,0,0,0,0.264584504,0,0.182921002,0,0,0,0,0,0,0,0.131660347,0,0,0,0,0,0.137702884,0.188008983,0,0,0.201921645,0.248847914,0,0,0,0,0,0,0,0,0,0,0,0.042324314,0,0,0,0,0,0,0,0,0.161588576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051100931,0,0,0.167138969,0.167138969,0,0,0,0,0,0,0,0,0,0.065457268,0,0,0.116558199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.467683445,0.103733425,0.278110738,0.202401259,0.254092624,0.562344429,0.491824978,0.379763875,0.478715303,0.492797991,0.019535487,0.492797991,0,0.071271138,1,0.905587015,0.315718567,0.274480776,0.028655741,0.214031027,0.02621729,0,0.049408683,0,0.019341356,0,0.024337704,0,0.036137784,0.071135532,0.036177899,0,0.030119121,0.464164421,0.381287727,0.570738967,0.243537744,0.172002271,0.198873294,0.088799637,0.421030191,0.49062589,0.122790157,0,0.052164031,0.103718393,0.03658724,0,0.031024526,0,0,0.016010692,0.008554649,0.00875638,0.008636581,0.026552307,0.021508217,0,0,0.014479685,0,0.088317055,0.030720705,0.030720705,0,0,0,0,0.039216747,0.017135188,0.007063705,0,0.023089927,0.022306077,0,0,0,0,0.013195484,0,0.007371898,0.011032063,0.010962302,0,0.071430353,0,0.012893525,0.019240504,0,0.198456976,0.017218447,0,0,0.076043007,0.041838047,0.01323707,0,0.01390478,0.03913465,0,0,0.03913465,0,0.019257176,0,0.097490374,0.051085015,0.029245744,0.051334433,0.051334433,0.051334433,0.006202641,0.009972093,0.054856802,0.011154973,0.011106406,0.009972093,0,0.018738061,0.044962663,0.049621049,0.041965943,0.049608038,0.074858349,0.025551522,0.065459623,0.073967919,0,0,0,0.01091537,0,0.038525825,0.030338916,0,0,0,0,0,0.013414771,0,0,0,0,0,0.004756252,0,0,0,0.007433999,0,0.022535742,0,0,0,0,0,0,0,0,0,0,0.018542623,0,0,0.014467897,0,0,0.004711111,0,0,0,0,0.007484319,0.025594625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007502427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006202641,0,0,0
17,0.445148779,0.086353,0.261015219,0.190808576,0.23360582,0.550244191,0.500659177,0.34648881,0.451868128,0.453979372,0.017468417,0.453979372,0,0.066968118,0.905587015,1,0.287416782,0.252750777,0.025614988,0.193781101,0.023709718,0,0.044211119,0,0.017313031,0,0.022014939,0,0.032358564,0.074151186,0.032469188,0.014486249,0.019366771,0.463561869,0.405787917,0.575932749,0.23062461,0.154943204,0.189589693,0.079593469,0.393155911,0.458545061,0.118841219,0,0.04672198,0.093167804,0.041465994,0,0.027779648,0,0,0,0.014648291,0,0,0.02373323,0.019233434,0,0.006493337,0.012932487,0,0.085694769,0.027449303,0.027449303,0,0.01475309,0,0,0.035230733,0.015355762,0.006343505,0,0.020680767,0.034569179,0.01475309,0.014853831,0,0,0.011802124,0,0.014288366,0.009858527,0.009802781,0,0.064202338,0,0.022143163,0.017211073,0,0.175796541,0.008787786,0,0,0.06188614,0.037412025,0.01183538,0,0.012471925,0.035043657,0,0,0.035043657,0,0.03177276,0.01490335,0.087432819,0.045719419,0.026129325,0.045919092,0.045919092,0.045919092,0.005534793,0.008900194,0.057753891,0.009956563,0.009917852,0.008900194,0,0.016734888,0.048905689,0.044478686,0.03752665,0.04437067,0.067046819,0.022828356,0.058629643,0.066246109,0,0,0,0.016320936,0.010908367,0.04598425,0.02710761,0,0,0,0,0,0.011977238,0,0,0,0,0,0.00425227,0,0,0,0,0,0.020147107,0,0,0,0,0,0,0,0,0,0,0.016578829,0,0,0.017207998,0,0,0.014966594,0,0,0,0,0.006680675,0.022862755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005534793,0,0,0
18,0.368878886,0,0.369895849,0.166698892,0.151202324,0.300713795,0.19382784,0.627840607,0.470912129,0.470220256,0,0.470220256,0,0.153682054,0.315718567,0.287416782,1,0.174395841,0.049775578,0.325318827,0.134494404,0,0.209785872,0.042351076,0.038201568,0.042064297,0.02662622,0,0.023428893,0.049715786,0,0,0,0.407449244,0.199067742,0.396031621,0.471809569,0.133644839,0.420141403,0.155763512,0.60714524,0.531827077,0,0,0,0.150560221,0,0,0.097678301,0,0,0,0,0,0,0,0,0,0,0.060804906,0,0.057202816,0,0,0,0,0,0,0.063366427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307662727,0,0,0,0,0.040422038,0,0,0,0,0.066713161,0,0,0.14678462,0.253470689,0.069375829,0.110681757,0.253470689,0,0,0,0.180831419,0,0,0,0,0,0,0,0,0,0,0,0,0.078821774,0,0,0.170134256,0.199773305,0.290088946,0.106310356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058472178,0,0,0,0,0,0,0,0.075475471,0,0,0.060597573,0,0,0,0,0,0,0,0,0.107060505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026505382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0.287510823,0.150296071,0.380135927,0.084879034,0.346757959,0.312414145,0.214749102,0.243715927,0.322913339,0.319358472,0,0.319358472,0,0.078058504,0.274480776,0.252750777,0.174395841,1,0.111413915,0.348383825,0.051623378,0,0,0,0,0,0.045913308,0,0.035922525,0.119999497,0.072811824,0,0.058601,0.199202401,0.100782567,0.357679959,0.306548412,0.354366113,0.350217874,0.138243624,0.354033227,0.449823568,0.15985982,0,0,0.083238569,0,0,0,0.039667923,0.03809277,0,0,0,0,0,0.046557892,0.044886366,0.02211517,0,0,0.061237194,0.077383116,0.077383116,0,0,0,0,0,0.062330655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042434373,0,0,0.122006195,0,0,0,0.085329861,0.050908867,0.088991284,0.04031903,0,0,0,0,0,0,0,0,0.188592133,0.192300476,0.115275984,0.195883115,0.195883115,0.195883115,0,0,0.076149533,0,0,0,0,0,0.077754149,0.07601933,0,0,0.092097144,0.100763763,0,0,0,0,0,0,0.077499366,0.075886654,0,0.024884893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029459077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045257719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.040465156,0,0,0,0,0.024627215,0.016356002,0,0.019479658,0.038681806,0,0.038681806,0,0,0.028655741,0.025614988,0.049775578,0.111413915,1,0.069619787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030828617,0.07732805,0,0,0,0.051889493,0.042079858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256746739,0,0,0,0,0,0,0,0,0.303263476,0,0,0.305453076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406887439,0.406887439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0.236179024,0.046618707,0.637280078,0.105400262,0.421943675,0.200759328,0.145975094,0.331792527,0.302733788,0.330225455,0,0.330225455,0,0,0.214031027,0.193781101,0.325318827,0.348383825,0.069619787,1,0.055602412,0,0.143085304,0,0,0,0.058590928,0,0,0,0,0.024382204,0,0.276701142,0.113067021,0.228835356,0.215330852,0.49780339,0.339799852,0.097598057,0.316376623,0.351767389,0.163476468,0,0.116525065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095084537,0,0,0,0,0,0,0.100866914,0,0,0,0,0.12127945,0,0,0,0,0,0,0,0,0,0,0.187281687,0,0,0,0,0.075662614,0,0,0,0,0,0,0,0.079462438,0.086274761,0.098031646,0.098031646,0.086274761,0,0,0,0.259589109,0.156511085,0.171441326,0.160759116,0.160759116,0.160759116,0,0,0.112390317,0,0,0,0,0,0,0,0,0.146307737,0.262942785,0,0,0,0,0,0,0.018377699,0,0.095029694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128393712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0.218682107,0.034921573,0.05941589,0,0.057975894,0.046207866,0.041243672,0.061360485,0.099217893,0,0,0,0,0,0.02621729,0.023709718,0.134494404,0.051623378,0,0.055602412,1,0,0,0,0.100778548,0,0.541958264,0,0,0,0,0,0.055550043,0.029586813,0.032739908,0.029787079,0.058340709,0,0.072427108,0,0.04448165,0.038072549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056382215,0,0,0,0,0,0,0.03547728,0,0.091089989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110957344,0,0.077527759,0,0,0.116394461,0,0,0,0,0,0,0,0.135625681,0.148139646,0.106616202,0.170094812,0.148139646,0.039468264,0,0,0,0.057005731,0,0,0,0,0,0,0,0,0.056939641,0,0,0,0,0.052368476,0,0,0,0,0.05462464,0,0,0,0.112145495,0,0,0,0,0,0,0.142129655,0,0,0,0,0,0,0,0,0,0.058717881,0,0,0,0.067053082,0.060605504,0,0,0.103061388,0.040655981,0,0,0,0,0,0.111100423,0.107628926,0,0,0,0,0.058136591,0,0.116673638,0.115388309,0.116673638,0,0,0,0.041899812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042164172,0,0.0645761,0.050807792,0,0,0,0,0,0,0,0,0,0.05908515,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.075518973,0,0.121385641,0.049784463,0,0.046580493,0.028318776,0.17545243,0.078775214,0.114286048,0,0.114286048,0,0,0.049408683,0.044211119,0.209785872,0,0,0.143085304,0,0,1,0,0,0,0,0,0,0,0,0,0,0.11203733,0,0.091499019,0.118080491,0,0.166932822,0.315525761,0.152146824,0.124081932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48589637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454802549,0.924783815,0.392637815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084238918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0.008535014,0.005648793,0,0,0,0,0,0,0,0,0,0.042351076,0,0,0,0,0,0,1,0.246947252,0.6076657,0.064811014,0,0,0,0.072370682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449777347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0.0759167,0,0,0,0.085629814,0.036279423,0.036828861,0,0.030773843,0.044535855,0.356691755,0.044535855,0,0,0.019341356,0.017313031,0.038201568,0,0,0,0.100778548,0,0,0.246947252,1,0.237505605,0.22983599,0,0,0,0,0,0.195764689,0.029562902,0,0.035712717,0,0,0,0,0,0.048320219,0,0,0.276352806,0.195928446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127376764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282219527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37065846,0,0,0,0,0,0,0.306501686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50399752,0,0,0,0,0,0,0.631200689,0.325510624,0,0,0,0,0,0,0.425200765,0.408613072,0.425200765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130287396,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0.008523303,0.005643661,0,0,0,0,0,0,0,0,0,0.042064297,0,0,0,0,0,0,0.6076657,0.237505605,1,0.064141808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129410819,0,0,0,0,0,0,0,0,0,0.19241431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407328893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0.223765281,0.034545469,0.052787842,0,0.05151858,0.031544145,0.056702853,0,0.079618287,0.015628886,0,0.015628886,0,0.14458073,0.024337704,0.022014939,0.02662622,0.045913308,0,0.058590928,0.541958264,0,0,0.064811014,0.22983599,0.064141808,1,0.140304922,0,0.017472374,0,0,0.128580961,0.054973433,0.034627411,0.026571382,0,0.072590422,0.128467723,0,0,0,0.125255821,0,0.096040673,0,0,0,0,0,0,0.13788063,0.131260012,0,0.138994069,0,0,0.182992502,0,0,0,0.02103827,0,0,0.129165782,0.137671433,0.182409438,0.144972605,0.188494615,0.165880937,0.107860132,0.144972605,0.123546516,0.128805046,0.137671433,0,0.105334595,0,0,0,0,0,0,0,0,0,0.06216943,0,0,0.181745029,0,0,0,0,0,0,0,0,0,0,0,0,0.038793526,0.096821607,0,0,0,0,0,0,0,0,0,0.09243771,0,0.0559465,0,0,0,0.095376104,0.051628772,0,0,0,0,0,0,0,0,0.140172272,0,0,0,0,0,0,0.139869777,0,0,0,0,0,0,0,0,0.106254673,0.057662315,0,0,0,0.06584516,0.059617,0,0,0.178148768,0.039940391,0,0,0,0,0,0.191812245,0.105883089,0,0,0,0,0.057101637,0,0.114624839,0.113384015,0.114624839,0,0,0,0,0,0,0,0.105083308,0.105083308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041395007,0,0,0,0,0,0,0,0,0,0,0,0,0.058016458,0
29,0,0,0,0,0,0,0.012899639,0,0.036347712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140304922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631203863,0.512796765,0,0.655232669,0,0,0.459389063,0,0,0,0,0,0,0.482250207,0.626843355,0.45415717,0.813352786,0.265679859,0.37530107,0.277554953,0.813352786,0.412245128,0.477259791,0.626843355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184813473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151662689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0.017653274,0.031674796,0,0.015358287,0,0,0,0,0.049428369,0.036137784,0.032358564,0.023428893,0.035922525,0,0,0,0,0,0,0,0,0,0,1,0.164762528,0.1699843,0,0,0,0.027626446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301441798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171683241,0.236893866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267257098,0.241912248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389872942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148481829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0.048888396,0.014347552,0,0.023276794,0,0.081206175,0.087856431,0,0.094030959,0.069334728,0,0.069334728,0,0.034180909,0.071135532,0.074151186,0.049715786,0.119999497,0,0,0,0,0,0,0,0,0.017472374,0,0.164762528,1,0.392800829,0,0,0,0.032619559,0.057639826,0,0,0.068248628,0.112724811,0.041090235,0.0741008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180571583,0.136487771,0.136487771,0,0,0.058991001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047175655,0,0.087770749,0.039553565,0,0.029771271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118294793,0.085321799,0.080336972,0,0.045019266,0,0,0,0,0,0,0,0,0,0.068202098,0,0,0,0,0,0,0,0,0,0,0,0,0.036457303,0.035995642,0,0,0,0,0,0,0,0,0,0.076528525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035625455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0.031279075,0.074132078,0,0.007159076,0,0.035300279,0.044403323,0.03869919,0.020348188,0.04631873,0,0.04631873,0,0.050476642,0.036177899,0.032469188,0,0.072811824,0,0,0,0,0,0.072370682,0,0,0,0,0.1699843,0.392800829,1,0,0,0,0,0.037557829,0.085402612,0,0,0,0.06039572,0.050017286,0.133914631,0,0,0,0,0,0.129146341,0,0,0,0,0,0,0,0,0,0,0,0,0.052529048,0,0,0,0,0,0,0.095645923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125877904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207449208,0,0,0,0,0,0.219806779,0.206485752,0,0,0,0,0,0,0,0,0,0.086202453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077054776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188025912,0.188025912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0.024574408,0,0,0,0,0.013937486,0.009311688,0,0.082571324,0,0,0,0,0,0,0.014486249,0,0,0,0.024382204,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.113357132,0,0,0,0,0,0,0,0,0,0,0.213787217,0.129886147,0.196670382,0.387172944,0,0.352993528,0,0,0,0,0.101443413,0.110416203,0.167016538,0.194001712,0,0,0,0,0.276596251,0,0,0,0,0.070350425,0,0,0.232624059,0.276596251,0.316890236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122000527,0,0,0,0.131696166,0,0,0,0,0,0.214164335,0.341067086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165027019,0,0,0,0,0.11200939,0,0.121099508,0,0,0,0,0,0,0,0,0,0.152068209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
